pmid,lab_name,institution,country,city,latitude,longitude,bsl_level_inferred,pathogens,research_types,ppp_or_gof,confidence,source_pmid
35301181,,National Institute of Allergy and Infectious Diseases,,,,,,SARS-CoV-2,experimental,False,0.9,35301181
35292666,,National Institute of Allergy and Infectious Diseases,,,,,,SARS-CoV-2,experimental,False,0.9,35292666
35289271,,National Institute of Allergy and Infectious Diseases,,,,,,CoV-2,experimental,False,0.9,35289271
35273264,,National Institute of Allergy and Infectious Diseases,,,,,,SARS-CoV-2,experimental,False,0.9,35273264
35271690,,National Institute of Allergy and Infectious Diseases,,,,,,SARS-CoV-2,experimental,False,0.9,35271690
35271298,,National Institute of Allergy and Infectious Diseases,,,,,,SARS-CoV-2,experimental,False,0.9,35271298
35265726,,National Institute of Allergy and Infectious Diseases,,,,,,EBOV,experimental,False,0.9,35265726
35263638,,National Institute of Allergy and Infectious Diseases,,,,,,SARS-CoV-2,experimental,False,0.9,35263638
35262093,,National Institute of Allergy and Infectious Diseases,,,,,,SARS-CoV-2,experimental,False,0.9,35262093
35262085,,National Institute of Allergy and Infectious Diseases,,,,,,SARS-CoV-2,experimental,False,0.9,35262085
35250994,,National Institute of Allergy and Infectious Diseases,,,,,,COVID-19,experimental,False,0.9,35250994
35233571,,National Institute of Allergy and Infectious Diseases,,,,,,SARS-CoV-2,experimental,False,0.9,35233571
35233565,,National Institute of Allergy and Infectious Diseases,,,,,,SARS-CoV-2,experimental,False,0.9,35233565
35233550,,National Institute of Allergy and Infectious Diseases,,,,,,SARS-CoV-2,experimental,False,0.9,35233550
35233544,,National Institute of Allergy and Infectious Diseases,,,,,,SARS-CoV-2,experimental,False,0.9,35233544
35229637,,National Institute of Allergy and Infectious Diseases,,,,,,SARS-CoV-2,experimental,False,0.9,35229637
35208863,,National Institute of Allergy and Infectious Diseases,,,,,,SARS-CoV-2,experimental,False,0.9,35208863
35195574,,National Institute of Allergy and Infectious Diseases,,,,,,SARS-CoV-2,experimental,False,0.9,35195574
35194602,,National Institute of Allergy and Infectious Diseases,,,,,,SARS-CoV-2,experimental,False,0.9,35194602
35192673,,National Institute of Allergy and Infectious Diseases,,,,,,H1N1,experimental,False,0.9,35192673
35191378,,National Institute of Allergy and Infectious Diseases,,,,,,SARS-CoV-2,experimental,False,0.9,35191378
35189840,,National Institute of Allergy and Infectious Diseases,,,,,,SARS-CoV-2,experimental,False,0.9,35189840
35177862,,National Institute of Allergy and Infectious Diseases,,,,,,pCOVID-19,experimental,False,0.9,35177862
35172720,,National Institute of Allergy and Infectious Diseases,,,,,,SARS-CoV-2,experimental,False,0.9,35172720
35169818,,National Institute of Allergy and Infectious Diseases,,,,,,VOCs,,False,0.9,35169818
35169815,,National Institute of Allergy and Infectious Diseases,,,,,,SARS-CoV-2,experimental,False,0.9,35169815
35169797,,National Institute of Allergy and Infectious Diseases,,,,,,SARS-CoV-2,experimental,False,0.9,35169797
35164561,,National Institute of Allergy and Infectious Diseases,,,,,,SARS-CoV-2,experimental,False,0.9,35164561
35143587,,National Institute of Allergy and Infectious Diseases,,,,,,B.1.427; B.1.429,experimental,False,0.9,35143587
35139349,,National Institute of Allergy and Infectious Diseases,,,,,,HCV-Elite Neutralizers,HCV-Elite Neutralizers,False,0.9,35139349
35139271,,National Institute of Allergy and Infectious Diseases,,,,,,Covid-19,experimental,False,0.9,35139271
35138912,,National Institute of Allergy and Infectious Diseases,,,,,,EBOV,experimental,False,0.9,35138912
35135442,,National Institute of Allergy and Infectious Diseases,,,,,,SARS-CoV-2,experimental,False,0.9,35135442
35134185,,National Institute of Allergy and Infectious Diseases,,,,,,SARS-CoV-2,experimental,False,0.9,35134185
35118474,,National Institute of Allergy and Infectious Diseases,,,,,,SARS-CoV-2,experimental,False,0.9,35118474
35118472,,National Institute of Allergy and Infectious Diseases,,,,,,SARS-CoV-2,experimental,False,0.9,35118472
35115707,,National Institute of Allergy and Infectious Diseases,,,,,,H2N2,experimental,False,0.9,35115707
35115706,,National Institute of Allergy and Infectious Diseases,,,,,,H2-naive; H2-exposed; H2-naive-exposed,clinical,False,0.9,35115706
35110410,,National Institute of Allergy and Infectious Diseases,,,,,,SARS-CoV-2,experimental,False,0.9,35110410
35104245,,National Institute of Allergy and Infectious Diseases,,,,,,SARS-CoV-2,experimental,False,0.9,35104245
35095880,,National Institute of Allergy and Infectious Diseases,,,,,,COVID-19,experimental,False,0.9,35095880
35090638,,National Institute of Allergy and Infectious Diseases,,,,,,SARS-CoV-2,experimental,False,0.9,35090638
35085183,,National Institute of Allergy and Infectious Diseases,,,,,,SARS-CoV-2,experimental,False,0.9,35085183
35081293,,National Institute of Allergy and Infectious Diseases,,,,,,SARS-CoV-2,experimental,False,0.9,35081293
35076028,,National Institute of Allergy and Infectious Diseases,,,,,,SARS-CoV-2,experimental,False,0.9,35076028
35075461,,National Institute of Allergy and Infectious Diseases,,,,,,COVID-19,experimental,False,0.9,35075461
35069564,,National Institute of Allergy and Infectious Diseases,,,,,,SARS-CoV-2,experimental,False,0.9,35069564
35067905,,National Institute of Allergy and Infectious Diseases,,,,,,SARS-CoV-2,experimental,False,0.9,35067905
35062015,,National Institute of Allergy and Infectious Diseases,,,,,,B.1.1.529,experimental,False,0.9,35062015
35044204,,National Institute of Allergy and Infectious Diseases,,,,,,SARS-CoV-2,experimental,False,0.9,35044204
35043111,,National Institute of Allergy and Infectious Diseases,,,,,,SARS-CoV-2,experimental,False,0.9,35043111
35043109,,National Institute of Allergy and Infectious Diseases,,,,,,SARS-CoV-2,experimental,False,0.9,35043109
35039784,,National Institute of Allergy and Infectious Diseases,,,,,,SARS-CoV-2,experimental,False,0.9,35039784
35038256,,National Institute of Allergy and Infectious Diseases,,,,,,SARS-CoV-2,experimental,False,0.9,35038256
35037050,,National Institute of Allergy and Infectious Diseases,,,,,,SARS-CoV-2,experimental,False,0.9,35037050
35037030,,National Institute of Allergy and Infectious Diseases,,,,,,SARS-CoV-2,experimental,False,0.9,35037030
35032523,,National Institute of Allergy and Infectious Diseases,,,,,,SARS-CoV-2,experimental,False,0.9,35032523
35029629,,National Institute of Allergy and Infectious Diseases,,,,,,SARS-CoV-2,experimental,False,0.9,35029629
35025969,,National Institute of Allergy and Infectious Diseases,,,,,,COVID-19,animal models,False,0.9,35025969
35018379,,National Institute of Allergy and Infectious Diseases,,,,,,SARS-CoV-2,experimental,False,0.9,35018379
35017676,,National Institute of Allergy and Infectious Diseases,,,,,,SARS-CoV-2,experimental,False,0.9,35017676
35012339,,National Institute of Allergy and Infectious Diseases,,,,,,EBOV,experimental,False,0.9,35012339
35003140,,National Institute of Allergy and Infectious Diseases,,,,,,SARS-CoV-2,experimental,False,0.9,35003140
34981068,,National Institute of Allergy and Infectious Diseases,,,,,,SARS-CoV-2,experimental,False,0.9,34981068
34981057,,National Institute of Allergy and Infectious Diseases,,,,,,Omicron,vaccine; vaccine-related; vaccine-related-to-other-viruses,False,0.9,34981057
34981053,,National Institute of Allergy and Infectious Diseases,,,,,,SARS-CoV-2,experimental,False,0.9,34981053
34969294,,National Institute of Allergy and Infectious Diseases,,,,,,SARS-CoV-2,experimental,False,0.9,34969294
34961855,,National Institute of Allergy and Infectious Diseases,,,,,,SARS-CoV-2,experimental,False,0.9,34961855
34960775,,National Institute of Allergy and Infectious Diseases,,,,,,SARS-CoV-2,experimental,False,0.9,34960775
34960755,,National Institute of Allergy and Infectious Diseases,,,,,,SARS-CoV-2,experimental,False,0.9,34960755
34956207,,National Institute of Allergy and Infectious Diseases,,,,,,SARS-CoV-2,experimental,False,0.9,34956207
34956199,,National Institute of Allergy and Infectious Diseases,,,,,,NiV,experimental,False,0.9,34956199
34955425,,National Institute of Allergy and Infectious Diseases,,,,,,SARS-CoV-2,experimental,False,0.9,34955425
34942632,,National Institute of Allergy and Infectious Diseases,,,,,,SARS-CoV-2,experimental,False,0.9,34942632
34941449,,National Institute of Allergy and Infectious Diseases,,,,,,SARS-CoV-2,experimental,False,0.9,34941449
34940844,,National Institute of Allergy and Infectious Diseases,,,,,,SARS-CoV-2,experimental,False,0.9,34940844
34938283,,National Institute of Allergy and Infectious Diseases,,,,,,SARS-CoV-2,experimental,False,0.9,34938283
34931202,,National Institute of Allergy and Infectious Diseases,,,,,,SARS-CoV-2,experimental,False,0.9,34931202
34931200,,National Institute of Allergy and Infectious Diseases,,,,,,SARS-CoV-2,experimental,False,0.9,34931200
34931189,,National Institute of Allergy and Infectious Diseases,,,,,,SARS-CoV-2,experimental,False,0.9,34931189
34928698,,National Institute of Allergy and Infectious Diseases,,,,,,SARS-CoV-2,experimental,False,0.9,34928698
34923028,,National Institute of Allergy and Infectious Diseases,,,,,,SARS-CoV-2,experimental,False,0.9,34923028
34921774,,National Institute of Allergy and Infectious Diseases,,,,,,SARS-CoV-2,experimental,False,0.9,34921774
34920134,,National Institute of Allergy and Infectious Diseases,,,,,,SARS-CoV-2,experimental,False,0.9,34920134
34910934,,National Institute of Allergy and Infectious Diseases,,,,,,SARS-CoV-2,experimental,False,0.9,34910934
34910859,,National Institute of Allergy and Infectious Diseases,,,,,,SARS-CoV-2,experimental,False,0.9,34910859
34909791,,National Institute of Allergy and Infectious Diseases,,,,,,SARS-CoV-19,experimental,False,0.9,34909791
34909774,,National Institute of Allergy and Infectious Diseases,,,,,,SARS-CoV-2,experimental,False,0.9,34909774
34909772,,National Institute of Allergy and Infectious Diseases,,,,,,SARS-CoV-2,experimental,False,0.9,34909772
34907224,,National Institute of Allergy and Infectious Diseases,,,,,,KFDV,experimental,False,0.9,34907224
34898670,,National Institute of Allergy and Infectious Diseases,,,,,,,,False,0.5,34898670
34893818,,National Institute of Allergy and Infectious Diseases,,,,,,SARS-CoV-2,experimental,False,0.9,34893818
34893352,,National Institute of Allergy and Infectious Diseases,,,,,,SARS-CoV-2,experimental,False,0.9,34893352
34889942,,National Institute of Allergy and Infectious Diseases,,,,,,SARS-CoV-2,experimental,False,0.9,34889942
34878316,,National Institute of Allergy and Infectious Diseases,,,,,,SARS-CoV-2,experimental,False,0.9,34878316
34876520,,National Institute of Allergy and Infectious Diseases,,,,,,SARS-CoV-2,experimental,False,0.9,34876520
34875033,,National Institute of Allergy and Infectious Diseases,,,,,,SARS-CoV-2,experimental,False,0.9,34875033
36908301,,National Institute of Allergy and Infectious Diseases,,,,,,SARS-CoV-2,experimental,False,0.9,36908301
34815117,,National Institute of Allergy and Infectious Diseases,,,,,,SARS-CoV-2,experimental,False,0.9,34815117
34812653,,National Institute of Allergy and Infectious Diseases,,,,,,SARS-CoV-2,experimental,False,0.9,34812653
34807849,,National Institute of Allergy and Infectious Diseases,,,,,,SARS-CoV-2,experimental,False,0.9,34807849
34799704,,National Institute of Allergy and Infectious Diseases,,,,,,SARS-CoV-2,experimental,False,0.9,34799704
34790982,,National Institute of Allergy and Infectious Diseases,,,,,,SARS-CoV-2,experimental,False,0.9,34790982
34790978,,National Institute of Allergy and Infectious Diseases,,,,,,SARS-CoV-2,experimental,False,0.9,34790978
34777392,,National Institute of Allergy and Infectious Diseases,,,,,,MARV,experimental,False,0.9,34777392
34758415,,National Institute of Allergy and Infectious Diseases,,,,,,SARS-CoV-2,experimental,False,0.9,34758415
34751276,,National Institute of Allergy and Infectious Diseases,,,,,,SARS-CoV-2,experimental,False,0.9,34751276
34751267,,National Institute of Allergy and Infectious Diseases,,,,,,SARS-CoV-2,experimental,False,0.9,34751267
34748615,,National Institute of Allergy and Infectious Diseases,,,,,,SARS-CoV-2,experimental,False,0.9,34748615
34729565,,National Institute of Allergy and Infectious Diseases,,,,,,CoV-2,experimental,False,0.9,34729565
34729564,,National Institute of Allergy and Infectious Diseases,,,,,,H3N2,experimental,False,0.9,34729564
34726473,,National Institute of Allergy and Infectious Diseases,,,,,,SARS-CoV-2,experimental,False,0.9,34726473
34724885,,National Institute of Allergy and Infectious Diseases,,,,,,SARS-CoV-2,experimental,False,0.9,34724885
34724404,,National Institute of Allergy and Infectious Diseases,,,,,,SARS-CoV-2,experimental,False,0.9,34724404
34711815,,National Institute of Allergy and Infectious Diseases,,,,,,SARS-CoV-2,experimental,False,0.9,34711815
34710354,,National Institute of Allergy and Infectious Diseases,,,,,,MERS-CoV-2,experimental,False,0.9,34710354
34706271,,National Institute of Allergy and Infectious Diseases,,,,,,SARS-CoV-2,experimental,False,0.9,34706271
34704090,,National Institute of Allergy and Infectious Diseases,,,,,,SARS-CoV-2,experimental,False,0.9,34704090
34698363,,National Institute of Allergy and Infectious Diseases,,,,,,COVID-19,microphysiological systems,False,0.9,34698363
34696439,,National Institute of Allergy and Infectious Diseases,,,,,,,,False,0.0,34696439
34695724,,National Institute of Allergy and Infectious Diseases,,,,,,SARS-CoV-2,experimental,False,0.9,34695724
34678071,,National Institute of Allergy and Infectious Diseases,,,,,,SARS-CoV-2,experimental,False,0.9,34678071
34672949,,National Institute of Allergy and Infectious Diseases,,,,,,SARS-CoV-2,experimental,False,0.9,34672949
34672695,,National Institute of Allergy and Infectious Diseases,,,,,,SARS-CoV-2,experimental,False,0.9,34672695
34671778,,National Institute of Allergy and Infectious Diseases,,,,,,SARS-CoV-2,experimental,False,0.9,34671778
34671773,,National Institute of Allergy and Infectious Diseases,,,,,,Covid-19,experimental,False,0.9,34671773
34668774,,National Institute of Allergy and Infectious Diseases,,,,,,SARS-CoV-2,experimental,False,0.9,34668774
34667308,,National Institute of Allergy and Infectious Diseases,,,,,,SARS-CoV-2,experimental,False,0.9,34667308
34648357,,National Institute of Allergy and Infectious Diseases,,,,,,COVID-19,experimental,False,0.9,34648357
34632800,,National Institute of Allergy and Infectious Diseases,,,,,,SARS-CoV-2,experimental,False,0.9,34632800
34626576,,National Institute of Allergy and Infectious Diseases,,,,,,,,False,0.0,34626576
34620866,,National Institute of Allergy and Infectious Diseases,,,,,,SARS-CoV-2,experimental,False,0.9,34620866
34612499,,National Institute of Allergy and Infectious Diseases,,,,,,SARS-CoV-2,experimental,False,0.9,34612499
34611671,,National Institute of Allergy and Infectious Diseases,,,,,,SARS-CoV-2,experimental,False,0.9,34611671
34607940,,National Institute of Allergy and Infectious Diseases,,,,,,SARS-CoV-2,experimental,False,0.9,34607940
34591596,,National Institute of Allergy and Infectious Diseases,,,,,,AZD1222,experimental,False,0.9,34591596
34587480,,National Institute of Allergy and Infectious Diseases,,,,,,SARS-CoV-2,experimental,False,0.9,34587480
34587382,,National Institute of Allergy and Infectious Diseases,,,,,,SARS-CoV-2,experimental,False,0.9,34587382
34583332,,National Institute of Allergy and Infectious Diseases,,,,,,EVD,experimental,False,0.9,34583332
34579282,,National Institute of Allergy and Infectious Diseases,,,,,,SUDAN EBOLAVIRUS,filovirus,False,0.9,34579282
34578379,,National Institute of Allergy and Infectious Diseases,,,,,,SARS-CoV-2,experimental,False,0.9,34578379
34551225,,National Institute of Allergy and Infectious Diseases,,,,,,Covid-19,experimental,False,0.9,34551225
34539056,,National Institute of Allergy and Infectious Diseases,,,,,,SARS-CoV-2,experimental,False,0.9,34539056
34537245,,National Institute of Allergy and Infectious Diseases,,,,,,SARS-CoV-2,experimental,False,0.9,34537245
34529738,,National Institute of Allergy and Infectious Diseases,,,,,,EBOV,experimental,False,0.9,34529738
34529476,,National Institute of Allergy and Infectious Diseases,,,,,,SARS-CoV-2,experimental,False,0.9,34529476
34521813,,National Institute of Allergy and Infectious Diseases,,,,,,SARS-CoV-2,experimental,False,0.9,34521813
34519517,,National Institute of Allergy and Infectious Diseases,,,,,,SARS-CoV-2,experimental,False,0.9,34519517
34518839,,National Institute of Allergy and Infectious Diseases,,,,,,SARS-CoV-2,experimental,False,0.9,34518839
34510475,,National Institute of Allergy and Infectious Diseases,,,,,,SARS-CoV-2,experimental,False,0.9,34510475
34495876,,National Institute of Allergy and Infectious Diseases,,,,,,SARS-CoV-2,experimental,False,0.9,34495876
34494021,,National Institute of Allergy and Infectious Diseases,,,,,,SARS-CoV-2,experimental,False,0.9,34494021
34492260,,National Institute of Allergy and Infectious Diseases,,,,,,SARS-CoV-2,experimental,False,0.9,34492260
